factor,level,count
context_a_environment_rate,0.555,12
context_a_environment_rate,0.592,12
context_a_environment_rate,0.629,12
context_a_environment_rate,0.666,12
context_a_environment_rate,0.703,12
context_a_environment_rate,0.74,12
context_a_environment_rate,0.777,12
context_a_environment_rate,0.814,12
context_a_environment_rate,0.851,12
context_a_environment_rate,0.888,12
context_a_environment_rate,0.124,12
context_a_environment_rate,0.161,12
context_a_environment_rate,0.198,12
context_a_environment_rate,0.235,12
context_a_environment_rate,0.272,12
context_a_environment_rate,0.309,12
context_a_environment_rate,0.346,12
context_a_environment_rate,0.383,12
context_a_environment_rate,0.42,12
context_a_environment_rate,0.457,12
context_a_environment_rate,0.494,12
context_a_environment_rate,0.531,12
context_a_environment_rate,0.568,12
context_a_environment_rate,0.605,12
context_a_environment_rate,0.642,12
context_a_environment_rate,0.679,12
context_a_environment_rate,0.716,12
context_a_environment_rate,0.753,12
context_a_environment_rate,0.79,12
context_a_environment_rate,0.827,12
context_a_environment_rate,0.864,12
context_b_environment_rate,__missing__,10000
context_b_environment_rate,0.523,28
context_b_environment_rate,0.576,28
context_b_environment_rate,0.629,28
context_b_environment_rate,0.711,28
context_b_environment_rate,0.764,28
context_b_environment_rate,0.817,28
context_b_environment_rate,0.87,28
context_b_environment_rate,0.558,28
context_b_environment_rate,0.611,28
context_b_environment_rate,0.664,28
context_b_environment_rate,0.316,28
context_b_environment_rate,0.369,28
context_b_environment_rate,0.422,28
context_b_environment_rate,0.475,28
context_b_environment_rate,0.404,28
context_b_environment_rate,0.457,28
context_b_environment_rate,0.51,28
context_b_environment_rate,0.563,28
context_b_environment_rate,0.616,28
context_b_environment_rate,0.669,28
context_b_environment_rate,0.722,28
context_b_environment_rate,0.516,28
context_b_environment_rate,0.569,28
context_b_environment_rate,0.464,26
context_b_environment_rate,0.517,26
context_b_environment_rate,0.57,26
context_b_environment_rate,0.623,26
context_b_environment_rate,0.676,26
context_b_environment_rate,0.729,26
context_b_environment_rate,0.651,26
context_b_environment_rate,0.704,26
context_b_environment_rate,0.757,26
context_b_environment_rate,0.81,26
context_b_environment_rate,0.863,26
context_b_environment_rate,0.551,24
context_b_environment_rate,0.604,24
context_b_environment_rate,0.657,24
context_b_environment_rate,0.362,24
context_b_environment_rate,0.415,24
context_b_environment_rate,0.397,24
context_b_environment_rate,0.45,24
context_b_environment_rate,0.503,24
context_b_environment_rate,0.556,24
context_b_environment_rate,0.609,24
context_b_environment_rate,0.662,24
context_b_environment_rate,0.509,24
context_b_environment_rate,0.644,24
context_b_environment_rate,0.697,24
context_b_environment_rate,0.75,24
context_b_environment_rate,0.803,24
context_b_environment_rate,0.856,24
context_b_environment_rate,0.544,24
context_b_environment_rate,0.597,24
context_b_environment_rate,0.65,24
context_b_environment_rate,0.891,24
context_b_environment_rate,0.355,24
context_b_environment_rate,0.337,24
context_b_environment_rate,0.39,24
context_b_environment_rate,0.443,24
context_b_environment_rate,0.496,24
context_b_environment_rate,0.549,24
context_b_environment_rate,0.602,24
context_b_environment_rate,0.584,24
context_b_environment_rate,0.637,24
context_b_environment_rate,0.69,24
context_b_environment_rate,0.743,24
context_b_environment_rate,0.796,24
context_b_environment_rate,0.849,24
context_b_environment_rate,0.537,24
context_b_environment_rate,0.59,24
context_b_environment_rate,0.643,24
context_b_environment_rate,0.696,24
context_b_environment_rate,0.831,24
context_b_environment_rate,0.884,24
context_b_environment_rate,0.33,24
context_b_environment_rate,0.383,24
context_b_environment_rate,0.436,24
context_b_environment_rate,0.489,24
context_b_environment_rate,0.542,24
context_b_environment_rate,0.524,24
context_b_environment_rate,0.577,24
context_b_environment_rate,0.63,24
context_b_environment_rate,0.683,24
context_b_environment_rate,0.736,24
context_b_environment_rate,0.789,24
context_b_environment_rate,0.53,24
context_b_environment_rate,0.583,24
context_b_environment_rate,0.636,24
context_b_environment_rate,0.771,24
context_b_environment_rate,0.824,24
context_b_environment_rate,0.877,24
context_b_environment_rate,0.618,24
context_b_environment_rate,0.671,24
context_b_environment_rate,0.323,24
context_b_environment_rate,0.376,24
context_b_environment_rate,0.429,24
context_b_environment_rate,0.482,24
context_b_environment_rate,0.311,14
context_b_environment_rate,0.364,14
context_b_environment_rate,0.417,14
context_b_environment_rate,0.47,14
context_b_environment_rate,0.682,14
context_b_environment_rate,0.735,14
context_b_environment_rate,0.788,14
context_b_environment_rate,0.841,14
context_b_environment_rate,0.894,14
context_b_environment_rate,0.146,14
context_b_environment_rate,0.199,14
context_b_environment_rate,0.252,14
context_b_environment_rate,0.305,14
context_b_environment_rate,0.358,14
context_b_environment_rate,0.411,14
context_b_environment_rate,0.782,14
context_b_environment_rate,0.835,14
context_b_environment_rate,0.888,14
context_b_environment_rate,0.14,14
context_b_environment_rate,0.193,14
context_b_environment_rate,0.246,14
context_b_environment_rate,0.299,14
context_b_environment_rate,0.352,14
context_b_environment_rate,0.405,14
context_b_environment_rate,0.458,14
context_b_environment_rate,0.882,14
context_b_environment_rate,0.134,14
context_b_environment_rate,0.187,14
context_b_environment_rate,0.24,14
context_b_environment_rate,0.293,14
context_b_environment_rate,0.346,14
context_b_environment_rate,0.399,14
context_b_environment_rate,0.452,14
context_b_environment_rate,0.505,14
context_b_environment_rate,0.717,14
context_b_environment_rate,0.77,14
context_b_environment_rate,0.823,14
context_b_environment_rate,0.876,14
context_b_environment_rate,0.128,14
context_b_environment_rate,0.181,14
context_b_environment_rate,0.234,14
context_b_environment_rate,0.287,14
context_b_environment_rate,0.34,14
context_b_environment_rate,0.393,14
context_b_environment_rate,0.446,14
context_b_environment_rate,0.499,14
context_b_environment_rate,0.552,14
context_b_environment_rate,0.605,14
context_b_environment_rate,0.658,14
context_b_environment_rate,0.122,14
context_b_environment_rate,0.175,14
context_b_environment_rate,0.228,14
context_b_environment_rate,0.281,14
context_b_environment_rate,0.334,14
context_b_environment_rate,0.387,14
context_b_environment_rate,0.44,14
context_b_environment_rate,0.493,14
context_b_environment_rate,0.546,14
context_b_environment_rate,0.599,14
context_b_environment_rate,0.652,14
context_b_environment_rate,0.705,14
context_b_environment_rate,0.328,14
context_b_environment_rate,0.381,14
context_b_environment_rate,0.434,14
context_b_environment_rate,0.487,14
context_b_environment_rate,0.54,14
context_b_environment_rate,0.593,14
context_b_environment_rate,0.646,14
context_b_environment_rate,0.699,14
context_b_environment_rate,0.752,14
context_b_environment_rate,0.805,14
context_b_environment_rate,0.858,14
context_b_environment_rate,0.11,14
context_b_environment_rate,0.163,14
context_b_environment_rate,0.216,14
context_b_environment_rate,0.269,14
context_b_environment_rate,0.322,14
context_b_environment_rate,0.375,14
context_b_environment_rate,0.428,14
context_b_environment_rate,0.481,14
context_b_environment_rate,0.534,14
context_b_environment_rate,0.587,14
context_b_environment_rate,0.64,14
context_b_environment_rate,0.693,14
context_b_environment_rate,0.746,14
context_b_environment_rate,0.799,14
context_b_environment_rate,0.852,14
context_b_environment_rate,0.104,14
context_b_environment_rate,0.157,14
context_b_environment_rate,0.21,14
context_b_environment_rate,0.263,14
context_b_environment_rate,0.528,14
context_b_environment_rate,0.581,14
context_b_environment_rate,0.634,14
context_b_environment_rate,0.687,14
context_b_environment_rate,0.74,14
context_b_environment_rate,0.793,14
context_b_environment_rate,0.846,14
context_b_environment_rate,0.899,14
context_b_environment_rate,0.151,14
context_b_environment_rate,0.575,14
context_b_environment_rate,0.628,14
context_b_environment_rate,0.681,14
context_b_environment_rate,0.734,14
context_b_environment_rate,0.787,14
context_b_environment_rate,0.84,14
context_b_environment_rate,0.893,14
context_b_environment_rate,0.145,14
context_b_environment_rate,0.198,14
context_b_environment_rate,0.251,14
context_b_environment_rate,0.304,14
context_b_environment_rate,0.357,14
context_b_environment_rate,0.41,14
context_b_environment_rate,0.463,14
context_b_environment_rate,0.622,14
context_b_environment_rate,0.675,14
context_b_environment_rate,0.728,14
context_b_environment_rate,0.781,14
context_b_environment_rate,0.834,14
context_b_environment_rate,0.887,14
context_b_environment_rate,0.139,14
context_b_environment_rate,0.192,14
context_b_environment_rate,0.245,14
context_b_environment_rate,0.298,14
context_b_environment_rate,0.351,14
context_b_environment_rate,0.775,14
context_b_environment_rate,0.828,14
context_b_environment_rate,0.881,14
context_b_environment_rate,0.133,14
context_b_environment_rate,0.186,14
context_b_environment_rate,0.239,14
context_b_environment_rate,0.292,14
context_b_environment_rate,0.345,14
context_b_environment_rate,0.398,14
context_b_environment_rate,0.822,14
context_b_environment_rate,0.875,14
context_b_environment_rate,0.127,14
context_b_environment_rate,0.18,12
context_b_environment_rate,0.233,12
context_b_environment_rate,0.286,12
context_b_environment_rate,0.339,12
context_b_environment_rate,0.392,12
context_b_environment_rate,0.445,12
context_b_environment_rate,0.498,12
context_b_environment_rate,0.71,12
context_b_environment_rate,0.763,12
context_b_environment_rate,0.816,12
context_b_environment_rate,0.869,12
context_b_environment_rate,0.121,12
context_b_environment_rate,0.174,12
context_b_environment_rate,0.227,12
context_b_environment_rate,0.28,12
context_b_environment_rate,0.333,12
context_b_environment_rate,0.386,12
context_b_environment_rate,0.439,12
context_b_environment_rate,0.492,12
context_b_environment_rate,0.545,12
context_b_environment_rate,0.598,12
context_b_environment_rate,0.115,12
context_b_environment_rate,0.168,12
context_b_environment_rate,0.221,12
context_b_environment_rate,0.274,12
context_b_environment_rate,0.327,12
context_b_environment_rate,0.38,12
context_b_environment_rate,0.433,12
context_b_environment_rate,0.486,12
context_b_environment_rate,0.539,12
context_b_environment_rate,0.592,12
context_b_environment_rate,0.645,12
context_b_environment_rate,0.698,12
context_b_environment_rate,0.109,12
context_b_environment_rate,0.268,12
context_b_environment_rate,0.321,12
context_b_environment_rate,0.374,12
context_b_environment_rate,0.427,12
context_b_environment_rate,0.48,12
context_b_environment_rate,0.533,12
context_b_environment_rate,0.586,12
context_b_environment_rate,0.639,12
context_b_environment_rate,0.692,12
context_b_environment_rate,0.745,12
context_b_environment_rate,0.798,12
context_b_environment_rate,0.851,12
context_b_environment_rate,0.103,12
context_b_environment_rate,0.156,12
context_b_environment_rate,0.209,12
context_b_environment_rate,0.262,12
context_b_environment_rate,0.315,12
context_b_environment_rate,0.368,12
context_b_environment_rate,0.421,12
context_b_environment_rate,0.474,12
context_b_environment_rate,0.527,12
context_b_environment_rate,0.58,12
context_b_environment_rate,0.633,12
context_b_environment_rate,0.686,12
context_b_environment_rate,0.739,12
context_b_environment_rate,0.792,12
context_b_environment_rate,0.845,12
context_b_environment_rate,0.898,12
context_b_environment_rate,0.15,12
context_b_environment_rate,0.203,12
context_b_environment_rate,0.256,12
context_b_environment_rate,0.309,12
context_b_environment_rate,0.468,12
context_b_environment_rate,0.521,12
context_b_environment_rate,0.574,12
context_b_environment_rate,0.627,12
context_b_environment_rate,0.68,12
context_b_environment_rate,0.733,12
context_b_environment_rate,0.786,12
context_b_environment_rate,0.839,12
context_b_environment_rate,0.892,12
context_b_environment_rate,0.144,12
context_b_environment_rate,0.515,12
context_b_environment_rate,0.568,12
context_b_environment_rate,0.621,12
context_b_environment_rate,0.674,12
context_b_environment_rate,0.727,12
context_b_environment_rate,0.78,12
context_b_environment_rate,0.833,12
context_b_environment_rate,0.886,12
context_b_environment_rate,0.138,12
context_b_environment_rate,0.191,12
context_b_environment_rate,0.244,12
context_b_environment_rate,0.297,12
context_b_environment_rate,0.35,12
context_b_environment_rate,0.403,12
context_b_environment_rate,0.456,12
context_b_environment_rate,0.562,12
context_b_environment_rate,0.615,12
context_b_environment_rate,0.668,12
context_b_environment_rate,0.721,12
context_b_environment_rate,0.774,12
context_b_environment_rate,0.827,12
context_b_environment_rate,0.88,12
context_b_environment_rate,0.132,12
context_b_environment_rate,0.185,12
context_b_environment_rate,0.238,12
context_b_environment_rate,0.291,12
context_b_environment_rate,0.344,12
context_b_environment_rate,0.715,12
